id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
901,memory_leak,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.396,0.038,0.382,0.405,0.476,0.358,0.894,0.859,0.197,0.549,0.084,0.382]",0.7204,39,2026-05-08 21:04:00,2026-06-05 01:36:44,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
902,oom,orders-api-plateau,prod-use2-eks,orders,"[0.386,0.775,0.088,0.989,0.545,0.437,0.359,0.653,0.587,0.848,0.569,0.88]",0.566,148,2026-05-10 09:05:27,2026-06-03 11:58:58,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
903,oom,checkout-web-rampup,prod-usw2-eks,checkout,"[0.819,0.997,0.82,0.221,0.781,0.37,0.86,0.419,0.865,0.792,0.608,0.416]",0.9313,139,2026-05-13 12:50:21,2026-05-25 00:17:39,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
904,latency,search-api-sawtooth,staging-use2-eks,search,"[0.835,0.276,0.44,0.735,0.607,0.554,0.734,0.96,0.802,0.544,0.36,0.085]",0.5091,15,2026-05-08 22:27:51,2026-05-31 11:20:26,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
905,memory_leak,orders-api-plateau,prod-use2-eks,orders,"[0.745,0.332,0.004,0.733,0.982,0.873,0.214,0.866,0.215,0.23,0.828,0.873]",0.6784,67,2026-04-25 13:07:10,2026-06-05 03:57:43,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
906,memory_leak,payments-api-spike,prod-usw2-eks,payments,"[0.146,0.045,0.003,0.04,0.635,0.046,0.352,0.099,0.34,0.111,0.386,0.022]",0.7538,34,2026-05-12 03:12:24,2026-06-22 08:01:33,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
907,oom,auth-gateway-plateau,prod-usw2-eks,identity,"[0.111,0.997,0.498,0.845,0.912,0.873,0.523,0.511,0.123,0.992,0.475,0.007]",0.8137,35,2026-05-02 13:46:26,2026-06-21 09:54:16,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
908,crashloop,orders-api-rampup,prod-use2-eks,orders,"[0.864,0.864,0.659,0.562,0.82,0.036,0.423,0.056,0.297,0.61,0.215,0.822]",0.7906,96,2026-05-13 02:20:43,2026-05-25 03:38:56,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
909,oom,inventory-svc-sawtooth,prod-use2-eks,inventory,"[0.331,0.609,0.996,0.581,0.371,0.651,0.365,0.459,0.218,0.097,0.394,0.296]",0.919,164,2026-04-26 00:34:21,2026-06-21 15:51:00,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
910,latency,cart-svc-sawtooth,prod-use2-eks,checkout,"[0.622,0.946,0.574,0.089,0.031,0.365,0.473,0.683,0.857,0.506,0.31,0.57]",0.5255,183,2026-05-09 02:18:51,2026-06-11 14:51:42,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
911,oom,coredns-rampup,prod-usw2-eks,kube-system,"[0.572,0.279,0.373,0.13,0.87,0.667,0.571,0.265,0.671,0.518,0.595,0.422]",0.8926,34,2026-05-13 09:28:30,2026-06-14 13:07:36,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
912,crashloop,payments-api-sawtooth,prod-usw2-eks,payments,"[0.888,0.785,0.072,0.942,0.615,0.353,0.946,0.693,0.09,0.139,0.81,0.564]",0.8239,197,2026-05-14 19:06:01,2026-06-12 07:28:33,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
913,latency,recommendation-rampup,staging-use2-eks,search,"[0.38,0.193,0.145,0.772,0.808,0.535,0.458,0.485,0.409,0.801,0.191,0.436]",0.9251,95,2026-05-17 01:14:36,2026-06-03 12:23:00,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
914,latency,coredns-plateau,prod-use2-eks,kube-system,"[0.928,0.599,0.822,0.91,0.318,0.422,0.458,0.989,0.349,0.435,0.563,0.088]",0.7685,82,2026-05-19 00:15:06,2026-05-30 04:32:16,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
915,oom,session-store-sawtooth,staging-use2-eks,identity,"[0.141,0.953,0.28,0.8,0.928,0.177,0.355,0.199,0.159,0.343,0.107,0.441]",0.535,180,2026-05-03 22:37:05,2026-06-01 19:43:27,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
916,oom,indexer-spike,dr-use1-eks,search,"[0.93,0.562,0.615,0.676,0.054,0.205,0.823,0.922,0.69,0.352,0.515,0.964]",0.8923,24,2026-04-28 09:51:59,2026-06-07 02:25:36,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
917,oom,ledger-svc-rampup,prod-usw2-eks,ledger,"[0.612,0.859,0.149,0.909,0.596,0.264,0.508,0.517,0.998,0.424,0.842,0.019]",0.6598,51,2026-05-21 10:33:41,2026-06-19 03:33:12,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
918,memory_leak,search-api-sawtooth,prod-use2-eks,search,"[0.13,0.944,0.398,0.871,0.352,0.771,0.138,0.463,0.711,0.59,0.708,0.806]",0.8916,65,2026-05-03 17:31:11,2026-06-05 08:45:32,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
919,cpu_spike,indexer-spike,dr-use1-eks,search,"[0.106,0.392,0.215,0.215,0.769,0.898,0.827,0.768,0.224,0.819,0.027,0.217]",0.9089,20,2026-05-22 18:37:32,2026-05-28 21:57:18,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
920,memory_leak,config-svc-sawtooth,prod-use2-eks,platform,"[0.727,0.179,0.608,0.403,0.73,0.916,0.992,0.11,0.072,0.44,0.365,0.002]",0.9126,92,2026-05-02 19:11:03,2026-05-25 10:24:59,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
921,oom,orders-api-plateau,prod-usw2-eks,orders,"[0.049,0.163,0.72,0.837,0.299,0.002,0.04,0.772,0.349,0.662,0.616,0.642]",0.5354,177,2026-04-25 21:23:55,2026-06-05 17:14:24,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
922,latency,coredns-spike,prod-usw2-eks,kube-system,"[0.382,0.207,0.816,0.818,0.197,0.496,0.915,0.301,0.703,0.554,0.703,0.289]",0.5068,54,2026-04-29 05:29:44,2026-05-29 03:27:19,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
923,memory_leak,indexer-spike,prod-use2-eks,search,"[0.416,0.491,0.246,0.043,0.217,0.134,0.687,0.828,0.709,0.066,0.271,0.541]",0.7269,154,2026-04-24 20:08:25,2026-06-02 05:49:15,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
924,cpu_spike,auth-gateway-rampup,prod-usw2-eks,identity,"[0.081,0.301,0.261,0.029,0.085,0.283,0.429,0.77,0.661,0.873,0.895,0.924]",0.5348,187,2026-04-28 06:48:51,2026-06-21 15:00:19,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
925,latency,payments-api-sawtooth,prod-use2-eks,payments,"[0.551,0.069,0.91,0.043,0.954,0.601,0.33,0.294,0.683,0.273,0.564,0.511]",0.9112,151,2026-05-24 03:12:23,2026-06-06 16:04:56,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
926,memory_leak,auth-gateway-sawtooth,prod-usw2-eks,identity,"[0.35,0.013,0.191,0.51,0.678,0.336,0.222,0.865,0.522,0.699,0.138,0.932]",0.7438,140,2026-05-14 14:20:34,2026-06-09 12:04:52,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
927,crashloop,indexer-rampup,prod-usw2-eks,search,"[0.706,0.937,0.731,0.52,0.057,0.12,0.295,0.548,0.646,0.288,0.694,0.249]",0.7446,149,2026-04-28 00:41:24,2026-05-30 15:34:29,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
928,cpu_spike,payments-api-plateau,staging-use2-eks,payments,"[0.62,0.112,0.891,0.664,0.158,0.482,0.39,0.641,0.903,0.941,0.639,0.319]",0.6684,108,2026-04-27 22:23:37,2026-06-13 04:48:31,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
929,memory_leak,search-api-sawtooth,prod-usw2-eks,search,"[0.916,0.09,0.981,0.192,0.097,0.383,0.447,0.794,0.961,0.013,0.866,0.81]",0.6462,97,2026-05-12 04:13:45,2026-05-25 00:55:45,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
930,memory_leak,orders-api-sawtooth,prod-use2-eks,orders,"[0.024,0.942,0.516,0.824,0.392,0.179,0.231,0.317,0.19,0.106,0.081,0.541]",0.5902,8,2026-05-24 03:42:09,2026-06-01 18:52:19,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
931,crashloop,ledger-svc-plateau,prod-use2-eks,ledger,"[0.135,0.733,0.63,0.715,0.094,0.109,0.485,0.319,0.124,0.068,0.702,0.926]",0.852,74,2026-04-27 05:36:00,2026-06-04 09:15:22,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
932,latency,inventory-svc-spike,prod-usw2-eks,inventory,"[0.878,0.059,0.986,0.16,0.055,0.844,0.315,0.085,0.798,0.521,0.715,0.014]",0.9562,44,2026-04-26 08:39:50,2026-06-16 16:36:50,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
933,oom,orders-api-plateau,dr-use1-eks,orders,"[0.1,0.329,0.959,0.631,0.516,0.695,0.349,0.023,0.66,0.413,0.715,0.901]",0.8695,143,2026-05-11 08:35:36,2026-06-16 08:36:19,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
934,memory_leak,orders-api-spike,dr-use1-eks,orders,"[0.486,0.983,0.379,0.206,0.384,0.85,0.654,0.743,0.21,0.621,0.608,0.592]",0.6227,19,2026-05-13 08:21:07,2026-06-20 18:18:55,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
935,latency,orders-worker-spike,dr-use1-eks,orders,"[0.955,0.297,0.646,0.866,0.865,0.43,0.415,0.302,0.415,0.841,0.126,0.47]",0.8026,182,2026-05-19 11:31:25,2026-05-28 21:15:44,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
936,latency,orders-worker-rampup,prod-use2-eks,orders,"[0.758,0.82,0.287,0.261,0.298,0.783,0.216,0.482,0.277,0.674,0.181,0.844]",0.6333,164,2026-04-26 22:23:33,2026-06-11 04:02:54,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
937,oom,checkout-web-plateau,prod-usw2-eks,checkout,"[0.504,0.3,0.754,0.371,0.662,0.532,0.807,0.037,0.487,0.514,0.376,0.526]",0.9476,37,2026-04-28 07:33:59,2026-06-21 10:31:40,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
938,crashloop,session-store-spike,prod-use2-eks,identity,"[0.775,0.641,0.13,0.983,0.468,0.431,0.387,0.564,0.866,0.828,0.994,0.227]",0.7079,167,2026-05-15 16:53:06,2026-06-06 19:02:50,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
939,crashloop,auth-gateway-rampup,prod-use2-eks,identity,"[0.689,0.986,0.336,0.363,0.28,0.619,0.401,0.266,0.182,0.94,0.554,0.866]",0.6443,6,2026-04-25 23:21:07,2026-06-17 18:29:44,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
940,latency,checkout-web-spike,prod-usw2-eks,checkout,"[0.106,0.501,0.314,0.199,0.977,0.497,0.463,0.29,0.485,0.1,0.043,0.528]",0.6859,138,2026-05-21 07:53:33,2026-06-11 22:12:42,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
941,latency,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.893,0.926,0.996,0.917,0.974,0.928,0.586,0.576,0.34,0.646,0.747,0.764]",0.8637,155,2026-05-20 18:49:42,2026-06-23 09:28:45,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
942,oom,inventory-svc-spike,prod-use2-eks,inventory,"[0.698,0.721,0.6,0.913,0.412,0.062,0.206,0.923,0.398,0.222,0.763,0.891]",0.7416,125,2026-05-15 01:09:01,2026-06-12 10:02:23,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
943,oom,checkout-web-plateau,prod-usw2-eks,checkout,"[0.237,0.09,0.294,0.202,0.559,0.5,0.687,0.251,0.632,0.145,0.438,0.406]",0.6888,111,2026-05-01 10:49:45,2026-06-17 06:35:14,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
944,cpu_spike,config-svc-rampup,prod-usw2-eks,platform,"[0.972,0.868,0.316,0.894,0.274,0.374,0.121,0.697,0.051,0.018,0.43,0.168]",0.5687,118,2026-05-14 16:11:39,2026-06-16 22:44:43,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
945,latency,orders-worker-sawtooth,prod-use2-eks,orders,"[0.742,0.56,0.483,0.334,0.224,0.443,0.207,0.996,0.618,0.44,0.118,0.664]",0.6183,114,2026-04-29 19:31:57,2026-06-11 00:22:07,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
946,oom,payments-worker-rampup,prod-use2-eks,payments,"[0.095,0.148,0.117,0.251,0.251,0.228,0.933,0.112,0.669,0.581,0.642,0.321]",0.9439,199,2026-04-30 22:37:32,2026-06-20 16:23:07,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
947,crashloop,cart-svc-rampup,prod-use2-eks,checkout,"[0.318,0.003,0.554,0.986,0.878,0.126,0.223,0.049,0.255,0.583,0.447,0.612]",0.7971,133,2026-05-16 03:14:49,2026-06-04 12:15:58,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
948,crashloop,session-store-sawtooth,prod-use2-eks,identity,"[0.716,0.902,0.159,0.296,0.944,0.124,0.033,0.269,0.291,0.125,0.614,0.625]",0.656,72,2026-04-30 08:21:04,2026-05-31 22:28:46,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
949,crashloop,session-store-sawtooth,prod-use2-eks,identity,"[0.556,0.348,0.391,0.495,0.302,0.193,0.103,0.971,0.55,0.638,0.601,0.337]",0.9399,149,2026-04-30 16:31:28,2026-06-02 16:41:35,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
950,latency,inventory-svc-rampup,prod-use2-eks,inventory,"[0.23,0.027,0.785,0.827,0.987,0.529,0.369,0.607,0.179,0.041,0.086,0.637]",0.7926,13,2026-05-06 20:27:58,2026-06-06 23:33:05,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
951,oom,auth-gateway-plateau,prod-use2-eks,identity,"[0.8,0.568,0.022,0.15,0.925,0.709,0.837,0.693,0.483,0.974,0.873,0.288]",0.7238,39,2026-05-24 06:43:45,2026-05-24 23:23:48,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
952,oom,cart-svc-rampup,prod-usw2-eks,checkout,"[0.403,0.574,0.115,0.518,0.828,0.819,0.212,0.41,0.243,0.817,0.823,0.11]",0.8296,22,2026-05-11 14:29:01,2026-06-03 07:59:19,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
953,latency,recommendation-sawtooth,prod-usw2-eks,search,"[0.642,0.849,0.194,0.902,0.791,0.338,0.959,0.036,0.423,0.84,0.683,0.487]",0.9588,105,2026-04-30 11:23:02,2026-06-10 06:18:05,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
954,memory_leak,payments-worker-plateau,prod-use2-eks,payments,"[0.117,0.384,0.606,0.128,0.219,0.647,0.156,0.213,0.016,0.396,0.258,0.112]",0.8012,193,2026-05-02 18:38:08,2026-06-16 12:06:53,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
955,oom,orders-api-plateau,dr-use1-eks,orders,"[0.388,0.517,0.428,0.816,0.554,0.163,0.752,0.411,0.212,0.301,0.204,0.186]",0.7637,85,2026-05-15 07:10:07,2026-06-05 23:39:53,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
956,oom,auth-gateway-plateau,staging-use2-eks,identity,"[0.558,0.844,0.23,0.223,0.102,0.281,0.766,0.141,0.934,0.788,0.289,0.987]",0.9416,14,2026-04-27 02:06:04,2026-06-02 03:23:42,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
957,oom,ledger-svc-rampup,prod-use2-eks,ledger,"[0.394,0.578,0.122,0.244,0.397,0.268,0.919,0.351,0.199,0.161,0.478,0.269]",0.5207,9,2026-05-06 10:21:39,2026-05-28 13:25:16,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
958,latency,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.658,0.766,0.241,0.72,0.547,0.975,0.78,0.113,0.712,0.387,0.74,0.923]",0.6763,67,2026-05-05 01:21:39,2026-06-01 12:39:56,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
959,oom,cart-svc-spike,prod-usw2-eks,checkout,"[0.022,0.245,0.049,0.078,0.463,0.65,0.494,0.343,0.75,0.085,0.617,0.764]",0.8108,152,2026-04-27 23:17:56,2026-06-15 03:11:45,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
960,cpu_spike,auth-gateway-sawtooth,staging-use2-eks,identity,"[0.407,0.788,0.017,0.962,0.601,0.042,0.408,0.103,0.46,0.047,0.053,0.406]",0.5278,91,2026-05-23 00:51:13,2026-05-25 21:56:05,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
961,crashloop,payments-api-sawtooth,prod-usw2-eks,payments,"[0.236,0.717,0.714,0.98,0.236,0.829,0.588,0.469,0.274,0.812,0.494,0.773]",0.949,199,2026-05-12 05:32:24,2026-06-02 03:24:06,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
962,latency,search-api-sawtooth,prod-use2-eks,search,"[0.772,0.212,0.236,0.005,0.479,0.695,0.494,0.142,0.516,0.839,0.944,0.648]",0.6302,17,2026-05-12 08:03:12,2026-05-25 01:23:43,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
963,latency,search-api-plateau,prod-use2-eks,search,"[0.677,0.287,0.96,0.513,0.826,0.769,0.195,0.045,0.655,0.797,0.071,0.153]",0.9041,103,2026-05-01 15:42:51,2026-06-22 22:55:26,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
964,memory_leak,payments-worker-rampup,prod-usw2-eks,payments,"[0.959,0.282,0.145,0.924,0.209,0.729,0.853,0.616,0.706,0.534,0.45,0.934]",0.899,120,2026-05-02 03:13:19,2026-06-06 12:11:22,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
965,cpu_spike,indexer-sawtooth,prod-use2-eks,search,"[0.524,0.307,0.484,0.37,0.696,0.638,0.237,0.032,0.802,0.791,0.915,0.597]",0.6791,33,2026-05-11 11:35:01,2026-06-15 12:11:25,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
966,crashloop,search-api-rampup,prod-usw2-eks,search,"[0.228,0.403,0.909,0.655,0.948,0.34,0.98,0.293,0.074,0.903,0.958,0.002]",0.6034,57,2026-05-21 04:26:05,2026-06-15 15:28:16,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
967,cpu_spike,ledger-svc-sawtooth,prod-use2-eks,ledger,"[0.885,0.253,0.879,0.044,0.454,0.663,0.371,0.507,0.84,0.212,0.488,0.429]",0.5929,123,2026-05-18 10:04:47,2026-06-12 05:59:21,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
968,oom,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.542,0.694,0.299,0.66,0.997,0.278,0.606,0.474,0.035,0.207,0.004,0.267]",0.8035,179,2026-05-07 16:43:16,2026-06-07 10:49:52,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
969,memory_leak,auth-gateway-rampup,prod-use2-eks,identity,"[0.276,0.168,0.458,0.511,0.582,0.722,0.375,0.538,0.943,0.243,0.957,0.001]",0.9467,51,2026-04-25 23:37:08,2026-06-20 07:26:08,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
970,crashloop,search-api-plateau,prod-use2-eks,search,"[0.078,0.672,0.966,0.736,0.049,0.512,0.466,0.358,0.277,0.023,0.272,0.801]",0.581,121,2026-05-18 17:52:16,2026-06-20 05:05:39,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
971,latency,ledger-svc-rampup,prod-usw2-eks,ledger,"[0.239,0.275,0.189,0.959,0.328,0.528,0.43,0.282,0.114,0.573,0.759,0.442]",0.7485,196,2026-05-09 21:16:54,2026-06-05 04:35:06,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
972,memory_leak,search-api-plateau,dr-use1-eks,search,"[0.001,0.095,0.257,0.007,0.847,0.419,0.299,0.128,0.626,0.314,0.398,0.379]",0.8753,22,2026-05-04 00:02:32,2026-06-11 13:01:52,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
973,cpu_spike,auth-gateway-sawtooth,prod-use2-eks,identity,"[0.418,0.266,0.169,0.476,0.882,0.691,0.113,0.595,0.197,0.205,0.634,0.413]",0.7392,44,2026-05-05 15:47:45,2026-06-18 01:26:44,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
974,memory_leak,search-api-spike,prod-usw2-eks,search,"[0.972,0.248,0.873,0.814,0.437,0.069,0.057,0.401,0.243,0.412,0.702,0.485]",0.6751,101,2026-04-28 13:35:10,2026-06-14 22:10:52,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
975,memory_leak,orders-worker-rampup,prod-usw2-eks,orders,"[0.916,0.296,0.781,0.683,0.755,0.442,0.96,0.384,0.818,0.407,0.584,0.155]",0.9122,1,2026-05-14 09:33:00,2026-06-10 18:04:10,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
976,oom,payments-api-spike,prod-usw2-eks,payments,"[0.99,0.947,0.827,0.864,0.333,0.644,0.242,0.183,0.357,0.677,0.895,0.867]",0.735,39,2026-05-08 18:40:38,2026-06-01 17:32:57,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
977,latency,payments-api-plateau,prod-use2-eks,payments,"[0.138,0.278,0.094,0.942,0.816,0.937,0.991,0.558,0.353,0.579,0.962,0.787]",0.557,117,2026-05-23 07:17:19,2026-05-25 20:13:52,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
978,cpu_spike,search-api-sawtooth,prod-usw2-eks,search,"[0.953,0.711,0.682,0.101,0.876,0.682,0.498,0.359,0.041,0.244,0.173,0.12]",0.8542,69,2026-05-23 22:39:24,2026-06-22 10:57:45,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
979,oom,search-api-rampup,prod-use2-eks,search,"[0.488,0.282,0.161,0.278,0.183,0.722,0.679,0.181,0.509,0.365,0.293,0.742]",0.6645,166,2026-04-29 15:03:16,2026-06-13 01:11:22,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
980,oom,image-resizer-plateau,prod-usw2-eks,platform,"[0.589,0.088,0.923,0.698,0.796,0.043,0.272,0.163,0.602,0.05,0.575,0.834]",0.6513,141,2026-05-04 01:35:38,2026-05-29 01:42:14,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
981,memory_leak,metrics-server-plateau,prod-use2-eks,kube-system,"[0.938,0.831,0.843,0.994,0.701,0.547,0.716,0.471,0.838,0.612,0.95,0.139]",0.8675,119,2026-05-08 13:16:11,2026-06-12 12:12:49,"{""svc"":""metrics-server"",""scenario"":""network_latency""}",2026-06-23 12:00:00
982,cpu_spike,image-resizer-plateau,prod-usw2-eks,platform,"[0.514,0.769,0.646,0.774,0.198,0.122,0.571,0.425,0.688,0.384,0.718,0.403]",0.6637,143,2026-05-02 05:53:58,2026-06-06 15:24:46,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
983,crashloop,coredns-plateau,prod-usw2-eks,kube-system,"[0.031,0.833,0.339,0.949,0.36,0.653,0.394,0.305,0.316,0.704,0.228,0.237]",0.9254,22,2026-05-05 05:47:26,2026-05-27 03:04:53,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
984,crashloop,session-store-rampup,prod-usw2-eks,identity,"[0.693,0.439,0.54,0.741,0.994,0.952,0.811,0.689,0.419,0.703,0.154,0.923]",0.9517,53,2026-05-13 14:30:56,2026-06-10 22:03:40,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
985,crashloop,search-api-spike,dr-use1-eks,search,"[0.495,0.094,0.786,0.927,0.2,0.94,0.657,0.709,0.611,0.686,0.92,0.518]",0.7425,57,2026-05-04 05:41:22,2026-05-31 20:33:54,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
986,crashloop,payments-worker-plateau,prod-usw2-eks,payments,"[0.637,0.837,0.983,0.153,0.715,0.222,0.73,0.081,0.667,0.828,0.319,0.123]",0.8263,111,2026-05-21 18:25:58,2026-05-28 04:21:54,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
